┌─────────┬──────────┬──────────────────┬────────────────┬──────────┬──────────┐
│ (index) │   sku    │   account_ref    │    user_ref    │ quantity │  value   │
│  4760   │ 'PCLMLY' │ 'RWBXBPZDPATPKA' │       ''       │   '1'    │ '311.2'  │
│  4761   │ 'NXIPJH' │ 'NQLTIZTHVZFQEX' │       ''       │   '3'    │ '137.16' │
│  4762   │ 'MWSETO' │        ''        │       ''       │   '3'    │ '129.8'  │
│  4763   │ 'CQBIQY' │        ''        │       ''       │   '2'    │ '336.59' │
│  4764   │ 'MASACH' │ 'XNLQKVSVETSQBX' │       ''       │   '3'    │ '583.3'  │
│  4765   │ 'CUCPTS' │        ''        │       ''       │   '3'    │ '617.16' │
│  4766   │ 'VCUPWK' │ 'EFZJDRWSSZMXGX' │       ''       │   '1'    │ '480.06' │
│  4767   │ 'FQOMLR' │ 'ZZQSMCVVMIJMGH' │       ''       │   '3'    │ '231.35' │
│  4768   │ 'VAVHUJ' │ 'UKLNSIKIJRKQUZ' │       ''       │   '2'    │ '406.86' │
│  4769   │ 'XFBSGN' │        ''        │       ''       │   '3'    │ '330.65' │
│  4770   │ 'LQLNOM' │        ''        │       ''       │   '1'    │ '247.28' │
│  4771   │ 'SJKBHK' │ 'WOWGCGMKDOVVKJ' │       ''       │   '2'    │ '54.45'  │
│  4772   │ 'RDVAUN' │        ''        │       ''       │   '1'    │ '435.19' │
│  4773   │ 'EAXIVL' │ 'ZIITWSNWPJSAZK' │       ''       │   '1'    │ '190.83' │
│  4774   │ 'CJIAWD' │ 'VDGIMJDTEYXQQO' │       ''       │   '3'    │ '400.56' │
│  4775   │ 'ZYVXRR' │        ''        │       ''       │   '1'    │ '616.13' │
│  4776   │ 'EFYVKT' │        ''        │       ''       │   '3'    │ '105.96' │
│  4777   │ 'KEKMMH' │        ''        │       ''       │   '3'    │ '48.92'  │
│  4778   │ 'OXEMRL' │ 'GWCJZOCSFZVCOV' │       ''       │   '1'    │ '449.93' │
│  4779   │ 'OWGCWL' │        ''        │       ''       │   '2'    │ '198.92' │
│  4780   │ 'FUIVQE' │        ''        │       ''       │   '3'    │ '282.31' │
│  4781   │ 'LSQOGH' │ 'LKELKCNVRNGNLT' │ 'MJHTZXFTGXKF' │   '2'    │ '355.7'  │
│  4782   │ 'WDRTYU' │ 'MWLRLETYZXPHUD' │       ''       │   '2'    │ '440.71' │
│  4783   │ 'VCYHNV' │ 'CABFYGGLXWIBDE' │       ''       │   '1'    │ '128.43' │
│  4784   │ 'DPKRXG' │        ''        │       ''       │   '1'    │ '237.69' │
│  4785   │ 'NODXXC' │        ''        │       ''       │   '3'    │ '55.69'  │
│  4786   │ 'WXUCTZ' │        ''        │       ''       │   '3'    │ '364.76' │
│  4787   │ 'FRYINS' │        ''        │       ''       │   '1'    │ '253.62' │
│  4788   │ 'UTAKKM' │        ''        │       ''       │   '2'    │ '305.27' │
│  4789   │ 'RCKMDB' │        ''        │       ''       │   '2'    │ '373.06' │
│  4790   │ 'ZEZCUC' │        ''        │       ''       │   '3'    │ '626.51' │
│  4791   │ 'WRSJOG' │        ''        │       ''       │   '1'    │ '146.1'  │
│  4792   │ 'ZLZZEI' │ 'LOYGDVOZJJRPCJ' │ 'FCROXITPPMSD' │   '1'    │ '309.34' │
│  4793   │ 'ZAVDOC' │        ''        │       ''       │   '1'    │ '575.12' │
│  4794   │ 'XWKNVL' │ 'CVBRJLPXQZIXQG' │       ''       │   '2'    │ '47.48'  │
│  4795   │ 'NOQBAW' │ 'JJNMUXWNDMZQFP' │       ''       │   '3'    │ '118.14' │
│  4796   │ 'JHZCYS' │        ''        │       ''       │   '1'    │ '567.17' │
│  4797   │ 'XMWWGA' │ 'PBMTQDFTOASZWP' │       ''       │   '2'    │ '357.01' │
│  4798   │ 'BOZJHX' │        ''        │       ''       │   '1'    │ '221.04' │
│  4799   │ 'RJTVHZ' │ 'ZTYHZAFDNWLXJY' │ 'BXCUPXEQGTWO' │   '1'    │ '149.25' │
│  4800   │ 'CDUQSU' │        ''        │       ''       │   '3'    │ '275.15' │
│  4801   │ 'RYDLAX' │ 'CVBRJLPXQZIXQG' │       ''       │   '3'    │ '249.72' │
│  4802   │ 'FVEUEJ' │ 'VOPYKPESOPKNUJ' │ 'HWYZZZLPWCEH' │   '1'    │ '502.59' │
│  4803   │ 'HNXBSP' │        ''        │       ''       │   '1'    │ '303.78' │
│  4804   │ 'VJUDVS' │ 'YUVFXVGLRPXIWM' │       ''       │   '3'    │ '125.6'  │
│  4805   │ 'VTRUNT' │        ''        │       ''       │   '2'    │ '512.56' │
│  4806   │ 'VPMACB' │ 'OPENKBXEVSUCZH' │       ''       │   '3'    │ '145.56' │
│  4807   │ 'KGNTBT' │ 'HCJFNJNHGHDTIU' │       ''       │   '1'    │ '602.93' │
│  4808   │ 'IVMZOJ' │ 'WCXFAOLWFRTUUJ' │ 'XGUSAMJWRLNX' │   '1'    │ '377.71' │
│  4809   │ 'JAHVZR' │ 'WVYMWKVENAHSIM' │       ''       │   '3'    │ '79.79'  │
│  4810   │ 'DDKVOH' │ 'EMRRUSUVDDAKLU' │       ''       │   '2'    │  '47.4'  │
│  4811   │ 'BLYULW' │ 'KAFTCONUJCNALJ' │ 'GYTREDKVZKKU' │   '3'    │ '390.17' │
│  4812   │ 'FUIVQE' │        ''        │       ''       │   '1'    │ '231.23' │
│  4813   │ 'AGWMBG' │ 'MFHAJMVTLXJTQH' │       ''       │   '3'    │ '516.28' │
│  4814   │ 'ZKAIZI' │        ''        │       ''       │   '3'    │ '69.69'  │
│  4815   │ 'WEYIRG' │        ''        │       ''       │   '3'    │ '352.75' │
│  4816   │ 'XGCPNO' │        ''        │       ''       │   '1'    │ '598.55' │
│  4817   │ 'JHODYF' │        ''        │       ''       │   '1'    │ '119.88' │
│  4818   │ 'YUEDXJ' │ 'DYUCHSEUWZMUXZ' │ 'XBCSTZKHTUNG' │   '1'    │ '192.01' │
│  4819   │ 'ANXCUI' │ 'BROZYUDGFDBFIV' │       ''       │   '3'    │ '299.19' │
│  4820   │ 'GOHWAZ' │ 'XBJZBSMBXQOCXT' │       ''       │   '2'    │ '19.33'  │
│  4821   │ 'MFDIME' │        ''        │       ''       │   '2'    │ '394.19' │
│  4822   │ 'TEOITL' │        ''        │       ''       │   '3'    │ '507.18' │
│  4823   │ 'ALISVD' │        ''        │       ''       │   '2'    │ '326.89' │
│  4824   │ 'PIZRVU' │        ''        │       ''       │   '2'    │ '123.59' │
│  4825   │ 'YPOPFX' │        ''        │       ''       │   '1'    │ '163.01' │
│  4826   │ 'FMJTHT' │ 'TRCFVEFTRVEVBH' │ 'JZOMZLEBCYCG' │   '2'    │ '355.01' │
│  4827   │ 'IGNNEY' │ 'QMZHBFUTPERHUT' │       ''       │   '2'    │ '283.55' │
│  4828   │ 'YCMFGK' │        ''        │       ''       │   '1'    │ '278.05' │
│  4829   │ 'QQGNXQ' │ 'DTIRZHVIFOURDF' │ 'ZVTMLXWYYLHE' │   '3'    │ '465.62' │
│  4830   │ 'EDNKTV' │ 'FXWXKCYYENIUSL' │       ''       │   '2'    │ '347.42' │
│  4831   │ 'WSSAMK' │        ''        │       ''       │   '1'    │ '616.65' │
│  4832   │ 'QFGVAN' │ 'YAZOAXOPAOCMTI' │ 'TYVRQLTYZOHN' │   '1'    │ '102.84' │
│  4833   │ 'QIQVFG' │ 'SQWIAEXFIHSALT' │       ''       │   '3'    │ '407.93' │
│  4834   │ 'OTYZVC' │ 'MJQWSWNWWATSFR' │ 'WNVJGNTJGVCI' │   '2'    │ '172.53' │
│  4835   │ 'NCPWBA' │ 'TKOPWUJXSGGXEA' │ 'DQTBFHCPNIJX' │   '3'    │ '244.54' │
│  4836   │ 'ZSMKAY' │ 'DMJJCZXVIVIDWX' │ 'IXPBQOJKYJIA' │   '3'    │ '604.88' │
│  4837   │ 'ROIYEN' │        ''        │       ''       │   '2'    │ '497.96' │
│  4838   │ 'IIIYOD' │ 'LTWDBWFSCSACYQ' │ 'FYFBQGTVXTEX' │   '1'    │ '542.56' │
│  4839   │ 'DLGQHG' │        ''        │       ''       │   '2'    │ '420.72' │
│  4840   │ 'LIYRNJ' │ 'STOTOYLAKJQKFF' │       ''       │   '2'    │ '402.98' │
│  4841   │ 'XCLAMX' │        ''        │       ''       │   '1'    │ '294.07' │
│  4842   │ 'FVEUEJ' │ 'ORTDQPZSECNGNH' │ 'EEBVRVUKZOEH' │   '3'    │ '403.95' │
│  4843   │ 'PJZGJE' │        ''        │       ''       │   '3'    │ '170.64' │
│  4844   │ 'NCPWBA' │ 'QRIUBAXHXNUZIM' │       ''       │   '2'    │ '233.62' │
│  4845   │ 'WFDJBH' │        ''        │       ''       │   '1'    │ '351.52' │
│  4846   │ 'RIAZZI' │ 'DXSPQANUKYFLYH' │ 'RTIGUUWMIQXD' │   '3'    │ '16.18'  │
│  4847   │ 'MWSETO' │ 'VYZPQXWGLBFHVC' │ 'SGSZOVCWTNOY' │   '1'    │ '91.42'  │
│  4848   │ 'XHKYHU' │        ''        │       ''       │   '3'    │ '392.92' │
│  4849   │ 'FIOEKN' │        ''        │       ''       │   '2'    │ '333.93' │
│  4850   │ 'AFFWQK' │ 'VNGRVVCANTYCGV' │ 'JWNFBQBSHFHO' │   '2'    │ '232.46' │
│  4851   │ 'VIYDHE' │ 'VUBHYQLZZQROWD' │ 'DIIAIHDAQHVM' │   '3'    │ '286.92' │
│  4852   │ 'BSIOBS' │ 'YCWTVQNYATHDKB' │       ''       │   '1'    │ '385.24' │
│  4853   │ 'HCKJLU' │ 'WPAVOUETESROGD' │       ''       │   '3'    │ '229.19' │
│  4854   │ 'FMNMQW' │        ''        │       ''       │   '2'    │ '528.36' │
│  4855   │ 'AGCNRA' │        ''        │       ''       │   '1'    │ '377.31' │
│  4856   │ 'RMXYRB' │ 'SEFMLNSBBYYEMJ' │       ''       │   '2'    │ '500.57' │
│  4857   │ 'FJTVPN' │ 'DFTBOLXNVAGUKE' │ 'QSRGZMKPXDBE' │   '3'    │ '628.82' │
│  4858   │ 'RQNXCH' │ 'BIFFXIMDORCDVP' │       ''       │   '2'    │ '17.61'  │
│  4859   │ 'SAHSXG' │ 'ZQHDNJTTIAYECZ' │       ''       │   '2'    │ '91.79'  │
│  4860   │ 'HJZPZE' │        ''        │       ''       │   '3'    │ '484.36' │
│  4861   │ 'HARCEQ' │ 'EADEXETGYEYNSM' │ 'NDHKEECDGBET' │   '1'    │ '269.45' │
│  4862   │ 'YXHGIA' │        ''        │       ''       │   '3'    │ '84.03'  │
│  4863   │ 'VXGMYH' │ 'UQGTTHRPKBDHUM' │       ''       │   '2'    │ '480.98' │
│  4864   │ 'DTQPJO' │        ''        │       ''       │   '2'    │ '250.07' │
│  4865   │ 'BXRKCT' │ 'RPNTBPBHCXNAHW' │ 'GPKUYFOMZRGN' │   '1'    │ '33.63'  │
│  4866   │ 'OCXSXU' │        ''        │       ''       │   '1'    │ '507.17' │
│  4867   │ 'MRPHNZ' │        ''        │       ''       │   '1'    │ '183.55' │
│  4868   │ 'ZSHPBK' │        ''        │       ''       │   '2'    │ '451.89' │
│  4869   │ 'PQVTEO' │        ''        │       ''       │   '1'    │ '109.52' │
│  4870   │ 'HYFZSM' │ 'FYGYQJCASFTTVH' │       ''       │   '1'    │ '425.77' │
│  4871   │ 'NDVYEK' │ 'TACCTDZEEXQUWJ' │       ''       │   '1'    │ '483.09' │
│  4872   │ 'EURSYE' │ 'SNXCBEQRGOKRRY' │       ''       │   '1'    │ '535.12' │
│  4873   │ 'PKZMUQ' │ 'XVRYMRTTPAWSKJ' │ 'HOUZRWSQITUH' │   '1'    │ '353.17' │
│  4874   │ 'PGCMZU' │ 'KLIXKLXWFSHVOU' │ 'THGUDTPDNXFU' │   '3'    │ '191.64' │
│  4875   │ 'PEKVHX' │        ''        │       ''       │   '2'    │ '16.65'  │
│  4876   │ 'AQRDTU' │ 'XVGQCWPXQGGTSA' │ 'KURGKPVKPSQM' │   '2'    │ '333.63' │
│  4877   │ 'DFTXPJ' │ 'NEZXBYSJQOBEHP' │       ''       │   '3'    │ '163.63' │
│  4878   │ 'MWDMHV' │        ''        │       ''       │   '1'    │ '174.6'  │
│  4879   │ 'OMSQHP' │ 'XOKZHKQXYEIPOG' │ 'QOBOUFFLMNSE' │   '3'    │ '587.16' │
│  4880   │ 'KUMYTF' │        ''        │       ''       │   '1'    │ '327.96' │
│  4881   │ 'JGTJAP' │        ''        │       ''       │   '2'    │ '466.67' │
│  4882   │ 'MLEXST' │ 'CBUKNMZBZVMMGR' │ 'LPQKRYPHYISG' │   '3'    │ '402.73' │
│  4883   │ 'ZJFFDP' │ 'TXASWXRDMHLMAK' │       ''       │   '3'    │ '493.62' │
│  4884   │ 'NIVGKW' │        ''        │       ''       │   '3'    │ '579.43' │
│  4885   │ 'XKPBJV' │ 'QLKQCVCBGVZAGC' │ 'OKYMLPRYRZEL' │   '2'    │ '38.02'  │
│  4886   │ 'KUWIGU' │        ''        │       ''       │   '2'    │ '570.5'  │
│  4887   │ 'AAVAIE' │ 'MWLRLETYZXPHUD' │       ''       │   '1'    │ '141.39' │
│  4888   │ 'OVOJZK' │        ''        │       ''       │   '3'    │ '433.64' │
│  4889   │ 'PATGRA' │ 'SXSQZJYZTGUFLI' │ 'XQJEJSSSWDLO' │   '2'    │ '299.46' │
│  4890   │ 'GZXHOK' │        ''        │       ''       │   '2'    │ '301.18' │
│  4891   │ 'BLZKPY' │ 'RXEJVFAAEWDKZV' │       ''       │   '2'    │ '78.27'  │
│  4892   │ 'BLCWAG' │ 'NSJERDKRNAJKQR' │ 'LUQFPHXVRGZX' │   '1'    │ '428.15' │
│  4893   │ 'MZAWPC' │ 'QXTYZXMHQEZOWB' │ 'VUIVWFKIZBNQ' │   '3'    │ '266.95' │
│  4894   │ 'UXJIAW' │ 'YOARLCXLSVBKQL' │ 'NYZAQJIEXRFS' │   '3'    │ '344.16' │
│  4895   │ 'DALMSE' │ 'OMRGZBPSDQEVSU' │       ''       │   '2'    │ '399.33' │
│  4896   │ 'MFEQZH' │        ''        │       ''       │   '2'    │  '85.4'  │
│  4897   │ 'AJKHPF' │ 'XLBGDVLKHJXVJB' │ 'PVNGYOBDSJNP' │   '3'    │ '481.31' │
│  4898   │ 'CDYTLY' │ 'QRIUBAXHXNUZIM' │       ''       │   '3'    │ '41.69'  │
│  4899   │ 'BAUEIN' │ 'EZLKATYPGHQGAJ' │       ''       │   '1'    │ '112.06' │
│  4900   │ 'DXWFPK' │        ''        │       ''       │   '1'    │ '483.88' │
│  4901   │ 'TEFZYQ' │ 'GNFUCJPCCWGJSZ' │       ''       │   '1'    │ '490.36' │
│  4902   │ 'MUQGNV' │ 'ORTDQPZSECNGNH' │       ''       │   '2'    │ '418.78' │
│  4903   │ 'YGUJAN' │ 'XBJZBSMBXQOCXT' │ 'FHVKAYJNJDPC' │   '1'    │ '455.91' │
│  4904   │ 'OHWKXS' │        ''        │       ''       │   '2'    │ '166.43' │
│  4905   │ 'UCHYJP' │        ''        │       ''       │   '3'    │ '424.75' │
│  4906   │ 'SPTGPR' │        ''        │       ''       │   '1'    │ '474.96' │
│  4907   │ 'OFSCEF' │        ''        │       ''       │   '1'    │ '351.93' │
│  4908   │ 'AIVBTM' │        ''        │       ''       │   '1'    │ '235.22' │
│  4909   │ 'SIOUJR' │ 'RSTPLLWFJLRBUE' │ 'YQULQKGWXWML' │   '1'    │ '521.26' │
│  4910   │ 'IOAQJA' │        ''        │       ''       │   '2'    │ '99.07'  │
│  4911   │ 'OTKKOM' │ 'MMSFVULVSPMLZL' │       ''       │   '3'    │ '519.88' │
│  4912   │ 'UROSHX' │        ''        │       ''       │   '1'    │ '250.94' │
│  4913   │ 'FJHTJR' │ 'IHYTTXCEQZRVWN' │ 'FHVKAYJNJDPC' │   '3'    │ '511.49' │
│  4914   │ 'DLAKHA' │        ''        │       ''       │   '1'    │ '406.67' │
│  4915   │ 'EHRWWL' │        ''        │       ''       │   '3'    │ '241.28' │
│  4916   │ 'LDVRIZ' │ 'BGMCDNYNGFVHEE' │ 'AYWOWRHIZQHO' │   '3'    │ '69.73'  │
│  4917   │ 'XFCOFI' │        ''        │       ''       │   '1'    │ '436.45' │
│  4918   │ 'VWLPPU' │        ''        │       ''       │   '1'    │ '53.64'  │
│  4919   │ 'HECRUM' │ 'QMADWMVLEDQSPS' │       ''       │   '2'    │ '187.64' │
│  4920   │ 'WFARKF' │        ''        │       ''       │   '2'    │ '244.73' │
│  4921   │ 'JEBIVM' │ 'HLGIDCYNNUZMLQ' │       ''       │   '1'    │ '240.58' │
│  4922   │ 'QFCKRY' │        ''        │       ''       │   '3'    │ '535.52' │
│  4923   │ 'AQVXEX' │ 'XSHRIYLQQFVCDJ' │       ''       │   '1'    │ '53.83'  │
│  4924   │ 'AVKUTO' │        ''        │       ''       │   '1'    │ '346.53' │
│  4925   │ 'JDXXSN' │ 'INOTGNRVSFFNLR' │ 'RLVGUGTDGDEI' │   '1'    │ '271.07' │
│  4926   │ 'LMIRDU' │        ''        │       ''       │   '1'    │ '630.11' │
│  4927   │ 'HDBTOM' │        ''        │       ''       │   '3'    │ '247.04' │
│  4928   │ 'MFRRUY' │        ''        │       ''       │   '2'    │ '457.68' │
│  4929   │ 'GTLVKL' │ 'PKMGQUKJPOODHF' │ 'LFOWIOQEWXNF' │   '3'    │ '127.59' │
│  4930   │ 'ITERER' │        ''        │       ''       │   '3'    │ '478.85' │
│  4931   │ 'HOGAQB' │        ''        │       ''       │   '1'    │ '301.23' │
│  4932   │ 'PBLDHU' │        ''        │       ''       │   '3'    │ '399.11' │
│  4933   │ 'YVZQCT' │ 'CEHWPWZAZBSJGU' │       ''       │   '2'    │ '607.46' │
│  4934   │ 'TLNZMS' │ 'ECGAZWUVCULTIL' │ 'CDSUJDJMZTUZ' │   '1'    │ '426.57' │
│  4935   │ 'MZGIWO' │        ''        │       ''       │   '1'    │ '65.35'  │
│  4936   │ 'BDMZVD' │        ''        │       ''       │   '1'    │  '51.3'  │
│  4937   │ 'UCHYJP' │ 'MHVONQQRTYNYWB' │ 'YSDFNIZBVHTJ' │   '2'    │ '515.43' │
│  4938   │ 'GEEMLT' │ 'NPZJJKVXUBPROD' │ 'EPDBSCHWMZVU' │   '2'    │ '371.18' │
│  4939   │ 'GMHALG' │        ''        │       ''       │   '2'    │ '472.75' │
│  4940   │ 'OJRFSN' │ 'TXASWXRDMHLMAK' │       ''       │   '1'    │ '79.86'  │
│  4941   │ 'DPKRXG' │        ''        │       ''       │   '2'    │ '216.8'  │
│  4942   │ 'WHLNNG' │        ''        │       ''       │   '3'    │ '463.95' │
│  4943   │ 'ZFSXIR' │ 'VDGIMJDTEYXQQO' │       ''       │   '1'    │ '244.39' │
│  4944   │ 'ZZHRNW' │ 'BHTUBXQNJDJKOF' │       ''       │   '2'    │ '179.67' │
│  4945   │ 'DYZHBF' │        ''        │       ''       │   '3'    │ '238.64' │
│  4946   │ 'KNYVQS' │        ''        │       ''       │   '2'    │ '551.26' │
│  4947   │ 'NUAYUM' │ 'HVNPJSKZIJZTGA' │ 'LHKCBJZJNXVP' │   '2'    │ '261.84' │
│  4948   │ 'QVOODM' │        ''        │       ''       │   '1'    │ '100.45' │
│  4949   │ 'JDKDGE' │        ''        │       ''       │   '2'    │ '218.78' │
│  4950   │ 'KYSTJT' │        ''        │       ''       │   '2'    │ '81.06'  │
│  4951   │ 'BSYMUO' │ 'WAOINRPYKFAPYX' │ 'BMANKWLFZRMM' │   '2'    │ '405.93' │
│  4952   │ 'VVRKVP' │ 'JVNHZDYBSEHRND' │       ''       │   '1'    │ '196.07' │
│  4953   │ 'DMMCHJ' │ 'TIQMBQJKEODESP' │       ''       │   '3'    │ '240.51' │
│  4954   │ 'VVZEVA' │ 'FZYRHRQOZJWEXU' │ 'IMYVXOZGQWMI' │   '3'    │ '377.09' │
│  4955   │ 'OCUBWX' │        ''        │       ''       │   '3'    │ '38.34'  │
│  4956   │ 'TPWMTC' │        ''        │       ''       │   '3'    │ '77.95'  │
│  4957   │ 'YWLVDR' │ 'BOCNUEKCFYHLRG' │ 'MHSJADYDFBPY' │   '3'    │ '350.7'  │
│  4958   │ 'PIRBZW' │ 'VZDOMPTFEBLUQK' │ 'BXLWBEBFBPFG' │   '3'    │ '390.84' │
│  4959   │ 'NSTMEG' │        ''        │       ''       │   '2'    │ '390.39' │
│  4960   │ 'MTSPSH' │        ''        │       ''       │   '3'    │ '238.27' │
│  4961   │ 'GUNJCQ' │ 'JJNMUXWNDMZQFP' │ 'IMGNVQMJOART' │   '2'    │ '168.75' │
│  4962   │ 'ZLFRIA' │        ''        │       ''       │   '2'    │ '374.17' │
│  4963   │ 'HJHFZL' │        ''        │       ''       │   '3'    │ '685.68' │
│  4964   │ 'SIUOJS' │ 'LIKMNILJZHXCAQ' │ 'XZGYJRNLCNJY' │   '1'    │ '62.14'  │
│  4965   │ 'AVJWJN' │        ''        │       ''       │   '1'    │ '436.6'  │
│  4966   │ 'RNLEHS' │ 'FIPHMPWQQRWWGO' │       ''       │   '2'    │  '223'   │
│  4967   │ 'FTJPYT' │        ''        │       ''       │   '3'    │ '322.96' │
│  4968   │ 'PDMHDZ' │ 'ULEDFHZVVKQECR' │ 'ZCXVZQNRYQWL' │   '3'    │ '581.18' │
│  4969   │ 'DICSUX' │ 'QBBHWXBLYMKPLN' │ 'NTVHKHIHWWCT' │   '1'    │ '159.48' │
│  4970   │ 'SXLWYX' │ 'NAHJRORBNTGIMN' │ 'OLZODACWDIXB' │   '3'    │ '530.3'  │
│  4971   │ 'CRJKZW' │        ''        │       ''       │   '1'    │ '28.79'  │
│  4972   │ 'EVLJXF' │ 'OJHVDTDXCQUOSJ' │ 'LWPSYFPJNZNM' │   '1'    │ '350.52' │
│  4973   │ 'HTKNHI' │ 'FRYBODGMOFBLBY' │ 'YKJBNKCGRIVB' │   '2'    │ '513.22' │
│  4974   │ 'JJXOYR' │        ''        │       ''       │   '2'    │ '72.98'  │
│  4975   │ 'HYOZUS' │        ''        │       ''       │   '1'    │ '463.47' │
│  4976   │ 'DICSUX' │        ''        │       ''       │   '1'    │  '147'   │
│  4977   │ 'YAQXSY' │        ''        │       ''       │   '2'    │ '112.74' │
│  4978   │ 'XFCOFI' │        ''        │       ''       │   '1'    │ '349.16' │
│  4979   │ 'GWDIYI' │        ''        │       ''       │   '1'    │ '244.15' │
│  4980   │ 'IFZUNU' │        ''        │       ''       │   '1'    │ '123.14' │
│  4981   │ 'LWKOPY' │        ''        │       ''       │   '3'    │ '635.76' │
│  4982   │ 'PJOINX' │ 'ZYDLMBLFHGZMOS' │       ''       │   '3'    │ '280.59' │
│  4983   │ 'DYEPYW' │ 'RXEJVFAAEWDKZV' │ 'DJYZMVAGXMCK' │   '2'    │ '105.16' │
│  4984   │ 'OJASXB' │ 'GWCJZOCSFZVCOV' │       ''       │   '3'    │ '384.88' │
│  4985   │ 'SULHCS' │        ''        │       ''       │   '3'    │ '264.33' │
│  4986   │ 'KCILBZ' │        ''        │       ''       │   '2'    │ '53.18'  │
│  4987   │ 'IPLSKZ' │        ''        │       ''       │   '3'    │ '398.34' │
│  4988   │ 'AVVJIX' │ 'URYRSTDCDYMLNJ' │       ''       │   '3'    │ '245.24' │
│  4989   │ 'CDJBPC' │ 'SQWIAEXFIHSALT' │       ''       │   '3'    │ '90.25'  │
│  4990   │ 'YQBNMJ' │ 'ESSZVMCEAIPYVN' │ 'LDZFXTYKPIAZ' │   '1'    │ '132.27' │
│  4991   │ 'NNGMCW' │ 'MVPCNTLWTAOPLC' │ 'UVDKJFJSAYQO' │   '3'    │ '458.72' │
│  4992   │ 'SXLWYX' │ 'GDJUGVWKJFEOKI' │       ''       │   '3'    │ '570.71' │
│  4993   │ 'RTUVFB' │ 'VLQYOEBBARFHXU' │ 'FNSHMSBFCISS' │   '3'    │ '550.32' │
│  4994   │ 'OFXHBF' │ 'LLZMMSEKZGQZSH' │ 'PXMFVTLLSHCV' │   '2'    │ '115.4'  │
│  4995   │ 'ZYFYCT' │ 'HLITXZUSDZSVHQ' │       ''       │   '3'    │ '379.43' │
│  4996   │ 'ROFHDR' │ 'BIFFXIMDORCDVP' │ 'WYZIFZDMJPCN' │   '2'    │ '350.36' │
│  4997   │ 'VOYUHO' │ 'OWCSBCZLICAHHB' │       ''       │   '2'    │ '107.69' │
│  4998   │ 'MRRCYT' │ 'EFZJDRWSSZMXGX' │       ''       │   '3'    │ '253.85' │
│  4999   │ 'NLTNKK' │ 'XVGQCWPXQGGTSA' │       ''       │   '2'    │ '75.34'  │
│  5000   │ 'WLLDTL' │ 'QACGHPRCBSCGBF' │ 'POYNLYPBKECF' │   '1'    │ '146.03' │
│  5001   │ 'HUFOSW' │ 'LSPPSBHPUABPYI' │       ''       │   '2'    │ '607.16' │
│  5002   │ 'NHKSKZ' │ 'YRUWHPVYBQJHCR' │       ''       │   '2'    │ '260.22' │
│  5003   │ 'RQDWWL' │ 'RCYPZXUVPXWCLR' │       ''       │   '2'    │ '450.69' │
│  5004   │ 'HXQXLY' │        ''        │       ''       │   '1'    │ '184.39' │
│  5005   │ 'DHHNKQ' │        ''        │       ''       │   '1'    │ '668.97' │
│  5006   │ 'CRMQIQ' │ 'LGNMYBKSMZFUYR' │ 'WGBVNWTDTYHV' │   '2'    │ '277.58' │
│  5007   │ 'WRCLCH' │        ''        │       ''       │   '3'    │ '308.38' │
│  5008   │ 'JQESSY' │        ''        │       ''       │   '2'    │ '301.64' │
│  5009   │ 'MANQGU' │ 'TPGFQPQSICIVTM' │       ''       │   '3'    │ '83.56'  │
│  5010   │ 'UDVBXC' │ 'PTJFUXXRLRZUXC' │       ''       │   '3'    │ '387.79' │
│  5011   │ 'KIDUDZ' │        ''        │       ''       │   '2'    │ '481.56' │
│  5012   │ 'NNJHVY' │ 'GWBYMIOUTREPNX' │ 'XFYUDQKSTSFB' │   '2'    │ '478.35' │
│  5013   │ 'WBXPHA' │        ''        │       ''       │   '1'    │ '655.15' │
│  5014   │ 'AYFDHX' │        ''        │       ''       │   '1'    │ '336.61' │
│  5015   │ 'ORBCJW' │        ''        │       ''       │   '3'    │ '138.84' │
│  5016   │ 'BQFFDQ' │        ''        │       ''       │   '2'    │ '42.73'  │
│  5017   │ 'RXKMNA' │ 'AQQXZLBINIBPVN' │ 'JFZJMGRBGFBY' │   '2'    │ '506.77' │
│  5018   │ 'XXWYXL' │        ''        │       ''       │   '1'    │ '137.12' │
│  5019   │ 'QCMEHX' │        ''        │       ''       │   '3'    │ '285.72' │
│  5020   │ 'HVPYXO' │ 'JTIYAWLYZWGOLR' │       ''       │   '1'    │ '484.77' │
│  5021   │ 'YVECVT' │ 'OJHVDTDXCQUOSJ' │       ''       │   '1'    │ '444.95' │
│  5022   │ 'NIOZLC' │ 'KJJDZTDDIUGDAN' │       ''       │   '1'    │ '140.32' │
│  5023   │ 'IGDPNN' │        ''        │       ''       │   '3'    │ '278.59' │
│  5024   │ 'OCOQUH' │        ''        │       ''       │   '2'    │ '16.61'  │
│  5025   │ 'HBZHMJ' │ 'XSHRIYLQQFVCDJ' │       ''       │   '3'    │ '13.72'  │
│  5026   │ 'BGMKIE' │ 'CKTAZQGXASXMVQ' │       ''       │   '2'    │ '517.36' │
│  5027   │ 'ZVGMOZ' │ 'HCJFNJNHGHDTIU' │ 'FFIOIYVNRIHB' │   '1'    │ '697.42' │
│  5028   │ 'ZQCVLW' │ 'PZDBMRCXHNSNKG' │       ''       │   '1'    │ '138.9'  │
│  5029   │ 'VPMACB' │        ''        │       ''       │   '3'    │ '148.03' │
│  5030   │ 'TTCMUO' │ 'EHSOTTFRYONUGY' │       ''       │   '1'    │ '196.86' │
